K00001	Adh; Alcohol dehydrogenase (EC:1.1.1.1 1.2.1.10); K00001 alcohol dehydrogenase [EC:1.1.1.1] (A)
K10833	ABC transporter ATPase (EC:3.6.3.40); K10833 teichoic-acid-transporting ATPase [EC:3.6.3.40] (A)
K10834	ABC transporter family protein (EC:3.6.3.27 3.6.3.31 3.6.3.41); K06021 phosphate-transporting ATPase [EC:3.6.3.27] K10827 polyamine-transporting ATPase [EC:3.6.3.31] K10834 heme-transporting ATPase [EC:3.6.3.41] (A)
K10835	CG11898 gene product from transcript CG11898-RB (EC:3.6.3.44); K10835 xenobiotic-transporting ATPase [EC:3.6.3.44] (A)
K10836	Tim17a1; CG10090 gene product from transcript CG10090-RA (EC:3.6.3.51); K10836 mitochondrial protein-transporting ATPase [EC:3.6.3.51] (A)
K10837	PSTK, C10orf89; phosphoseryl-tRNA kinase (EC:2.7.1.164); K10837 O-phosphoseryl-tRNA(Sec) kinase [EC:2.7.1.164] (A)
K10838	XPC, RAD4, XP3, XPCC; xeroderma pigmentosum, complementation group C; K10838 xeroderma pigmentosum group C-complementing protein (A)
K10839	RAD23A, HHR23A, HR23A; RAD23 homolog A (S. cerevisiae); K10839 UV excision repair protein RAD23 (A)
K10840	CETN2, CALT, CEN2; centrin, EF-hand protein, 2; K10840 centrin-2 (A)
K10841	ERCC6, ARMD5, CKN2, COFS, COFS1, CSB, RAD26, UVSS1; excision repair cross-complementing rodent repair deficiency, complementation group 6; K10841 DNA excision repair protein ERCC-6 (A)
K10842	MNAT1, CAP35, MAT1, RNF66, TFB3; menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis); K10842 CDK-activating kinase assembly factor MAT1 (A)
K10843	ERCC3, BTF2, GTF2H, RAD25, TFIIH, XPB; excision repair cross-complementing rodent repair deficiency, complementation group 3 (EC:3.6.4.12); K10843 DNA excision repair protein ERCC-3 [EC:3.6.4.12] (A)
K10844	ERCC2, COFS2, EM9, TTD, XPD; excision repair cross-complementing rodent repair deficiency, complementation group 2 (EC:3.6.4.12); K10844 DNA excision repair protein ERCC-2 [EC:3.6.4.12] (A)
K10845	GTF2H5, C6orf175, TFB5, TFIIH, TGF2H5, TTD, TTD-A, TTDA, bA120J8.2; general transcription factor IIH, polypeptide 5; K10845 TFIIH basal transcription factor complex TTD-A subunit (A)
K10846	ERCC5, COFS3, ERCM2, UVDR, XPG, XPGC; excision repair cross-complementing rodent repair deficiency, complementation group 5; K10846 DNA excision repair protein ERCC-5 (A)
K10847	XPA, XP1, XPAC; xeroderma pigmentosum, complementation group A; K10847 DNA-repair protein complementing XP-A cells (A)
K10848	ERCC4, ERCC11, RAD1, XPF; excision repair cross-complementing rodent repair deficiency, complementation group 4; K10848 DNA excision repair protein ERCC-4 [EC:3.1.-.-] (A)
K10849	ERCC1, COFS4, RAD10, UV20; excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence); K10849 DNA excision repair protein ERCC-1 (A)
K10850	narK; nitrite extrusion protein; K10850 MFS transporter, NNP family, putative nitrate transporter (A)
K10851	nreA; control of nitrate reduction; K10851 nitrogen regulatory protein A (A)
K10852	YALI0E30833p; K10852 isopenicillin-N N-acyltransferase [EC:2.3.1.164] (A)
K10854	acxB; acetone carboxylase subunit alpha AcxB; K10854 acetone carboxylase, alpha subunit [EC:6.4.1.6] (A)
K10855	acetone carboxylase subunit beta (EC:6.4.1.6); K10855 acetone carboxylase, beta subunit [EC:6.4.1.6] (A)
K10856	acxC; Acetone carboxylase subunit gamma AcxC; K10856 acetone carboxylase, gamma subunit [EC:6.4.1.6] (A)
K10857	exoX; DNA exonuclease X (EC:3.1.11.-); K10857 exodeoxyribonuclease X [EC:3.1.11.-] (A)
K10858	PMS2, HNPCC4, PMS2CL, PMSL2; PMS2 postmeiotic segregation increased 2 (S. cerevisiae); K10858 DNA mismatch repair protein PMS2 (A)
K10859	ALKBH2, ABH2; alkB, alkylation repair homolog 2 (E. coli); K10859 alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 [EC:1.14.11.-] (A)
K10860	ALKBH3, ABH3, DEPC-1, DEPC1, PCA1; alkB, alkylation repair homolog 3 (E. coli); K10860 alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 [EC:1.14.11.-] (A)
K10861	CCNO, CCNU, UDG2, UNG2; cyclin O; K10861 uracil-DNA glycosylase 2 [EC:3.2.2.-] (A)
K10862	TDP1; tyrosyl-DNA phosphodiesterase 1 (EC:3.1.4.-); K10862 tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-] (A)
K10863	APTX, AOA, AOA1, AXA1, EAOH, EOAHA, FHA-HIT; aprataxin; K10863 aprataxin [EC:3.-.-.-] (A)
K10864	PMS1, HNPCC3, PMSL1, hPMS1; PMS1 postmeiotic segregation increased 1 (S. cerevisiae); K10864 DNA mismatch repair protein PMS1 (A)
K10865	MRE11A, ATLD, HNGS1, MRE11, MRE11B; MRE11 meiotic recombination 11 homolog A (S. cerevisiae); K10865 double-strand break repair protein MRE11 (A)
K10866	RAD50, NBSLD, RAD502, hRad50; RAD50 homolog (S. cerevisiae); K10866 DNA repair protein RAD50 [EC:3.6.-.-] (A)
K10867	NBN, AT-V1, AT-V2, ATV, NBS, NBS1, P95; nibrin; K10867 nijmegen breakage syndrome protein 1 (A)
K10868	XRS2; Xrs2p; K10868 DNA repair protein XRS2 (A)
K10869	RAD51B, R51H2, RAD51L1, REC2; RAD51 homolog B (S. cerevisiae); K10869 RAD51-like protein 1 (A)
K10870	RAD51C, BROVCA3, FANCO, RAD51L2; RAD51 homolog C (S. cerevisiae); K10870 RAD51-like protein 2 (A)
K10871	RAD51D, BROVCA4, R51H3, RAD51L3, TRAD; RAD51 homolog D (S. cerevisiae); K10871 RAD51-like protein 3 (A)
K10872	DMC1, DMC1H, HsLim15, LIM15, dJ199H16.1; DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast); K10872 meiotic recombination protein DMC1 (A)
K10873	RAD52; RAD52 homolog (S. cerevisiae); K10873 DNA repair and recombination protein RAD52 (A)
K10874	RDM1, RAD52B; RAD52 motif 1; K10874 RAD52 motif-containing protein 1 (A)
K10875	RAD54L, HR54, RAD54A, hHR54, hRAD54; RAD54-like (S. cerevisiae); K10875 DNA repair and recombination protein RAD54 and RAD54-like protein [EC:3.6.4.-] (A)
K10876	RAD54L2, ARIP4, HSPC325, SRISNF2L; RAD54-like 2 (S. cerevisiae) (EC:3.6.4.12); K10876 RAD54-like protein 2 [EC:3.6.4.12] (A)
K10877	RAD54B, RDH54; RAD54 homolog B (S. cerevisiae); K10877 DNA repair and recombination protein RAD54B [EC:3.6.4.-] (A)
K10878	SPO11, CT35; SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae); K10878 meiotic recombination protein SPO11 (A)
K10879	XRCC2; X-ray repair complementing defective repair in Chinese hamster cells 2; K10879 DNA-repair protein XRCC2 (A)
K10880	XRCC3, CMM6; X-ray repair complementing defective repair in Chinese hamster cells 3; K10880 DNA-repair protein XRCC3 (A)
K10881	SHFM1, DSS1, ECD, SEM1, SHFD1, SHSF1, Shfdg1; split hand/foot malformation (ectrodactyly) type 1; K10881 26 proteasome complex subunit DSS1 (A)
K10882	EME1, MMS4L, SLX2A; essential meiotic endonuclease 1 homolog 1 (S. pombe); K10882 crossover junction endonuclease EME1 [EC:3.1.22.-] (A)
K10883	EME2, SLX2B, gs125; essential meiotic endonuclease 1 homolog 2 (S. pombe); K10883 crossover junction endonuclease EME2 (A)
K10884	XRCC6, CTC75, CTCBF, G22P1, KU70, ML8, TLAA; X-ray repair complementing defective repair in Chinese hamster cells 6; K10884 ATP-dependent DNA helicase 2 subunit 1 (A)
K10885	XRCC5, KARP-1, KARP1, KU80, KUB2, Ku86, NFIV; X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining); K10885 ATP-dependent DNA helicase 2 subunit 2 (A)
K10886	XRCC4; X-ray repair complementing defective repair in Chinese hamster cells 4; K10886 DNA-repair protein XRCC4 (A)
K10887	DCLRE1C, A-SCID, DCLREC1C, RS-SCID, SCIDA, SNM1C, hSNM1C; DNA cross-link repair 1C; K10887 DNA cross-link repair 1C protein [EC:3.1.-.-] (A)
K10888	FANCA, FA, FA-H, FA1, FAA, FACA, FAH, FANCH; Fanconi anemia, complementation group A; K10888 fanconi anemia group A protein (A)
K10889	FANCB, FA2, FAAP90, FAAP95, FAB, FACB; Fanconi anemia, complementation group B; K10889 fanconi anemia group B protein (A)
K10890	FANCC, FA3, FAC, FACC; Fanconi anemia, complementation group C; K10890 fanconi anemia group C protein (A)
K10891	FANCD2, FA-D2, FA4, FACD, FAD, FAD2, FANCD; Fanconi anemia, complementation group D2; K10891 fanconi anemia group D2 protein (A)
K10892	FANCE, FACE, FAE; Fanconi anemia, complementation group E; K10892 fanconi anemia group E protein (A)
K10893	FANCF, FAF; Fanconi anemia, complementation group F; K10893 fanconi anemia group F protein (A)
K10894	FANCG, FAG, XRCC9; Fanconi anemia, complementation group G; K10894 fanconi anemia group G protein (A)
K10895	FANCI, KIAA1794; Fanconi anemia, complementation group I; K10895 fanconi anemia group I protein (A)
K10896	FANCM, FAAP250, KIAA1596; Fanconi anemia, complementation group M (EC:3.6.4.13); K10896 fanconi anemia group M protein (A)
K10897	PALB2, FANCN, PNCA3; partner and localizer of BRCA2; K10897 partner and localizer of BRCA2 (A)
K10898	C19orf40, FAAP24; chromosome 19 open reading frame 40; K10898 fanconi anemia-associated protein (A)
K10899	RECQL, RECQL1, RecQ1; RecQ protein-like (DNA helicase Q1-like) (EC:3.6.4.12); K10899 ATP-dependent DNA helicase Q1 [EC:3.6.4.12] (A)
K10900	WRN, RECQ3, RECQL2, RECQL3; Werner syndrome, RecQ helicase-like (EC:3.6.4.12); K10900 werner syndrome ATP-dependent helicase [EC:3.6.4.12] (A)
K10901	BLM, BS, RECQ2, RECQL2, RECQL3; Bloom syndrome, RecQ helicase-like (EC:3.6.4.12); K10901 bloom syndrome protein [EC:3.6.4.12] (A)
K10902	RECQL5, RECQ5; RecQ protein-like 5 (EC:3.6.4.12); K10902 ATP-dependent DNA helicase Q5 [EC:3.6.4.12] (A)
K10903	HUS1, hHUS1; HUS1 checkpoint homolog (S. pombe); K10903 HUS1 checkpoint protein (A)
K10904	TIPIN; TIMELESS interacting protein; K10904 TIMELESS-interacting protein (A)
K10905	ATRIP; ATR interacting protein; K10905 ATR interacting protein (A)
K10906	recE; Rac prophage; exonuclease VIII, 5' - 3' specific dsDNA exonuclease (EC:3.1.11.-); K10906 exodeoxyribonuclease VIII [EC:3.1.11.-] (A)
K10907	aminotransferase class I and II; K10907 aminotransferase [EC:2.6.1.-] (A)
K10908	POLRMT, APOLMT, MTRNAP, MTRPOL, h-mtRPOL; polymerase (RNA) mitochondrial (DNA directed) (EC:2.7.7.6); K10908 DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6] (A)
K10909	sensor histidine kinase LuxQ; K10909 two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-] (A)
K10910	luxP protein; K10910 autoinducer 2-binding periplasmic protein LuxP (A)
K10911	phosphorelay protein; K10911 two-component system, phosphorelay protein LuxU (A)
K10912	LuxO repressor protein; K10912 two-component system, repressor protein LuxO (A)
K10913	TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein; K10913 TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein (A)
K10914	crp; DNA-binding transcriptional dual regulator; K10914 CRP/FNR family transcriptional regulator, cyclic AMP receptor protein (A)
K10915	8-amino-7-oxononanoate synthase/CqsA (EC:2.3.1.47); K10915 CAI-1 autoinducer synthase [EC:2.3.-.-] (A)
K10916	sensor histidine kinase/response regulator LuxN; K10916 two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-] (A)
K10917	transcriptional regulator; K10917 PadR family transcriptional regulator, regulatory protein AphA (A)
K10918	LysR family transcriptional regulator; K10918 LysR family transcriptional regulator, transcriptional activator AphB (A)
K10919	toxin co-regulated pilus biosynthesis protein H; K10919 toxin co-regulated pilus biosynthesis protein H (A)
K10920	toxin co-regulated pilus biosynthesis protein P; K10920 toxin co-regulated pilus biosynthesis protein P (A)
K10921	cholera toxin transcriptional activator; K10921 cholera toxin transcriptional activator (A)
K10922	regulatory protein ToxS; K10922 transmembrane regulatory protein ToxS (A)
K10923	TCP pilus virulence regulatory protein; K10923 AraC family transcriptional regulator, TCP pilus virulence regulatory protein (A)
K10924	MSHA pilin protein MshA; K10924 MSHA pilin protein MshA (A)
K10925	MSHA pilin protein MshB; K10925 MSHA pilin protein MshB (A)
K10926	MSHA pilin protein MshC; K10926 MSHA pilin protein MshC (A)
K10927	MSHA pilin protein MshD; K10927 MSHA pilin protein MshD (A)
K10928	eltA; heat-labile enterotoxin A; K10928 cholera enterotoxin subunit A [EC:2.4.2.36] (A)
K10929	eltB; heat-labile enterotoxin B chain precursor (lt-b, human) (lth-b); K10929 cholera enterotoxin subunit B (A)
K10930	toxin co-regulated pilin; K10930 toxin co-regulated pilin (A)
K10931	toxin co-regulated pilus biosynthesis protein B; K10931 toxin co-regulated pilus biosynthesis protein B (A)
K10932	toxin co-regulated pilus biosynthesis outer membrane protein C; K10932 toxin co-regulated pilus biosynthesis outer membrane protein C (A)
K10933	toxin co-regulated pilus biosynthesis protein D; K10933 toxin co-regulated pilus biosynthesis protein D (A)
K10934	toxin co-regulated pilus biosynthesis protein E; K10934 toxin co-regulated pilus biosynthesis protein E (A)
K10935	toxin co-regulated pilus biosynthesis protein F; K10935 toxin co-regulated pilus biosynthesis protein F (A)
K10936	accessory colonization factor AcfA; K10936 accessory colonization factor AcfA (A)
K10937	accessory colonization factor AcfB; K10937 accessory colonization factor AcfB (A)
K10938	intestinal colonization factor encoded by prophage CP-933O; K10938 accessory colonization factor AcfC (A)
K10939	yghJ; predicted inner membrane lipoprotein; K10939 accessory colonization factor AcfD (A)
K10940	porin; K10940 outer membrane protein OmpT (A)
K10941	fleQ; transcriptional regulator; K10941 sigma-54 specific transcriptional regulator, flagellar regulatory protein A (A)
K10942	sensory box sensor histidine kinase; K10942 two-component system, sensor histidine kinase FlrB [EC:2.7.13.3] (A)
K10943	Fis family transcriptional regulator; K10943 two component system, response regulator FlrC (A)
K10944	ammonia monooxygenase; K10944 ammonia monooxygenase subunit A [EC:1.14.99.39] (A)
K10945	monooxygenase subunit B protein; K10945 ammonia monooxygenase subunit B (A)
K10946	ammonia monooxygenase; K10946 ammonia monooxygenase subunit C (A)
K10947	transcriptional regulator, PadR-like family; K10947 PadR family transcriptional regulator, regulatory protein PadR (A)
K10948	haemolysin; K10948 hemolysin (A)
K10949	KDELR1, ERD2, ERD2.1, HDEL, PM23; KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1; K10949 ER lumen protein retaining receptor (A)
K10950	ERO1L, ERO1-alpha, ERO1A; ERO1-like (S. cerevisiae); K10950 ERO1-like protein alpha [EC:1.8.4.-] (A)
K10951	SLC12A2, BSC, BSC2, NKCC1; solute carrier family 12 (sodium/potassium/chloride transporters), member 2; K10951 solute carrier family 12 (sodium/potassium/chloride transporter), member 2 (A)
K10952	accessory cholera enterotoxin; K10952 accessory cholera enterotoxin (A)
K10953	putative cytotoxin RtxA; K10953 RTX toxin RtxA (A)
K10954	phage-related membrane protein; K10954 zona occludens toxin (A)
K10955	MUC2, MLP, MUC-2, SMUC; mucin 2, oligomeric mucus/gel-forming; K10955 intestinal mucin-2 (A)
K10956	SEC61A1, HSEC61, SEC61, SEC61A; Sec61 alpha 1 subunit (S. cerevisiae); K10956 protein transport protein SEC61 subunit alpha (A)
K10957	RAD55; Rad55p; K10957 DNA repair protein RAD55 (A)
K10958	RAD57; Rad57p; K10958 DNA repair protein RAD57 (A)
K10959	RAD59; Rad59p; K10959 DNA repair protein RAD59 (A)
K10960	geranylgeranyl diphosphate reductase; K10960 geranylgeranyl reductase [EC:1.3.1.83] (A)
K10961	toxin co-regulated pilus biosynthesis protein I; K10961 toxin co-regulated pilus biosynthesis protein I (A)
K10962	toxin co-regulated pilus biosynthesis protein Q; K10962 toxin co-regulated pilus biosynthesis protein Q (A)
K10963	toxin co-regulated pilus biosynthesis protein R; K10963 toxin co-regulated pilus biosynthesis protein R (A)
K10964	toxin co-regulated pilus biosynthesis protein S; K10964 toxin co-regulated pilus biosynthesis protein S (A)
K10965	toxin co-regulated pilus biosynthesis protein T; K10965 toxin co-regulated pilus biosynthesis protein T (A)
K10966	leader peptidase TcpJ; K10966 toxin co-regulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-] (A)
K10967	KTR3; Ktr3p; K10967 alpha 1,2-mannosyltransferase [EC:2.4.1.-] (A)
K10968	MNT2; Mnt2p; K10968 alpha 1,3-mannosyltransferase [EC:2.4.1.-] (A)
K10969	MNT3; Mnt3p; K10969 alpha 1,3-mannosyltransferase [EC:2.4.1.-] (A)
K10970	DEHA2C03696p; K10970 alpha 1,2-mannosyltransferase [EC:2.4.1.-] (A)
K10971	gma12; alpha-1,2-galactosyltransferase Gma12 (EC:2.4.1.-); K10971 alpha 1,2-galactosyltransferase [EC:2.4.1.-] (A)
K10972	allS; DNA-binding transcriptional activator of the allD operon; K10972 LysR family transcriptional regulator, transcriptional activator of the allD operon (A)
K10973	allR; DNA-binding transcriptional repressor for all (allantoin) and gcl (glyoxylate) operons; glyoxylate-induced; K10973 IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons (A)
K10974	codB; cytosine transporter; K10974 cytosine permease (A)
K10975	ybbW; predicted allantoin transporter; K10975 allantoin permease (A)
K10976	ERO1LB; ERO1-like beta (S. cerevisiae); K10976 ERO1-like protein beta [EC:1.8.4.-] (A)
K10977	aksA; trans-homoaconitate synthase; K10977 methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-] (A)
K10978	3-isopropylmalate dehydrogenase; K10978 threo-isocitrate dehydrogenase [EC:1.1.1.-] (A)
K10979	Ku protein; K10979 DNA end-binding protein Ku (A)
K10980	NHEJ1, XLF; nonhomologous end-joining factor 1; K10980 non-homologous end-joining factor 1 (A)
K10981	POL4; Pol4p; K10981 DNA polymerase IV [EC:2.7.7.7] (A)
K10982	LIF1; Lif1p; K10982 ligase-interacting factor 1 (A)
K10983	NEJ1, LIF2; Nej1p; K10983 non-homologous end-joining protein 1 (A)
K10984	agaB; N-acetylgalactosamine-specific enzyme IIB component of PTS (EC:2.7.1.69); K10984 PTS system, galactosamine-specific IIB component [EC:2.7.1.69] (A)
K10985	agaC; N-acetylgalactosamine-specific enzyme IIC component of PTS (EC:2.7.1.69); K10985 PTS system, galactosamine-specific IIC component (A)
K10986	agaD; N-acetylgalactosamine-specific enzyme IID component of PTS (EC:2.7.1.69); K10986 PTS system, galactosamine-specific IID component (A)
K10988	RAG2, RAG-2; recombination activating gene 2; K10988 recombination-activating protein 2 (A)
K10989	AICDA, AID, ARP2, CDA2, HIGM2; activation-induced cytidine deaminase (EC:3.5.4.5); K10989 activation-induced cytidine deaminase [EC:3.5.4.5] (A)
K10990	RMI1, BLAP75, C9orf76, FAAP75, RP11-346I8.1; RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae); K10990 RecQ-mediated genome instability protein 1 (A)
K10991	DNA repair protein Swi5/Sae3; K10991 DNA repair protein Swi5/Sae3 (A)
K10992	sfr1; Swi five-dependent recombination repair protein Sfr1; K10992 Swi5-dependent recombination DNA repair protein 1 (A)
K10993	C17orf70, FAAP100; chromosome 17 open reading frame 70; K10993 fanconi anemia core complex 100 kDa subunit (A)
K10994	RAD9A, RAD9; RAD9 homolog A (S. pombe) (EC:3.1.11.2); K10994 cell cycle checkpoint control protein RAD9A [EC:3.1.11.2] (A)
K10995	RAD9B; RAD9 homolog B (S. pombe); K10995 cell cycle checkpoint control protein RAD9B (A)
K10996	HUS1B, RP11-532F6.1; HUS1 checkpoint homolog b (S. pombe); K10996 checkpoint protein HUS1B (A)
K10997	TOF1; Tof1p; K10997 replication fork protection complex subunit Tof1/Swi1 (A)
K10998	CSM3; Csm3p; K10998 replication fork protection complex subunit Csm3/Swi3 (A)
K10999	CESA9; cellulose synthase A; K10999 cellulose synthase A [EC:2.4.1.12] (A)
K11000	CALS1; callose synthase 1; K11000 callose synthase [EC:2.4.1.-] (A)
K11001	PIGY, PIG-Y, PREY; phosphatidylinositol glycan anchor biosynthesis, class Y; K11001 phosphatidylinositol glycan anchor biosynthesis, class Y (A)
K11002	ERI1, RIN1; Eri1p; K11002 GPI-N-acetylglucosaminyltransferase (A)
K11003	EHEC-hlyD; hemolysin transport protein; K11003 hemolysin D (A)
K11004	EHEC-hlyB; hemolysin transport protein; K11004 ATP-binding cassette, subfamily B, bacterial HlyB/CyaB (A)
K11005	EHEC-hlyA; hemolysin toxin protein; K11005 hemolysin A (A)
K11006	stx2A; shiga-like toxin II A subunit encoded by bacteriophage BP-933W; K11006 shiga toxin subunit A (A)
K11007	stx2B; shiga-like toxin II B subunit encoded by bacteriophage BP-933W; K11007 shiga toxin subunit B (A)
K11008	cnf1; cytotoxic necrotizing factor 1; K11008 cytotoxic necrotizing factor 1 (A)
K11009	toxin protein; K11009 murine toxin (A)
K11010	ypmA; superantigen YpmA; K11010 superantigen YpmA (A)
K11011	Toxin subunit Set1A; K11011 enterotoxin Set1A (A)
K11012	Toxin subunit Set1B; K11012 enterotoxin Set1B (A)
K11013	cdtA; cytolethal distending toxin type IV subunit A; K11013 cytolethal distending toxin subunit A (A)
K11014	cdtB; cytolethal distending toxin type IV subunit B; K11014 cytolethal distending toxin subunit B (A)
K11015	cdtC; cytolethal distending toxin type IV subunit C; K11015 cytolethal distending toxin subunit C (A)
K11016	hemolysin; K11016 hemolysin (A)
K11017	hemolysin activator protein; K11017 hemolysin activation/secretion protein (A)
K11018	thermolabile hemolysin; K11018 thermolabile hemolysin (A)
K11019	thermostable direct hemolysin A; K11019 thermostable direct hemolysin 1/2 (A)
K11020	toxA; exotoxin A; K11020 exotoxin A [EC:2.4.2.-] (A)
K11021	insecticidal toxin complex; K11021 insecticidal toxin complex protein TccC (A)
